character,pinyin,english,hsk
给予,jǐ yǔ,"to give, to render, to present, to accord",6
急于求成,jí yú qiú chéng,demanding quick results,6
记载,jì zǎi,"record, to write down",6
及早,jí zǎo,as soon as possible,6
急躁,jí zào,"impatient, irritable, impetuous",6
机智,jī zhì,"tact, alertness, quick-witted, tactful, resourceful",6
家常,jiā cháng,daily life of a family,6
加工,jiā gōng,"processing, to process, to manufacture",6
家伙,jiā huo,"fellow, guy, tool, weapon",6
加剧,jiā jù,"to intensify, to sharpen, to aggravate",6
假设,jiǎ shè,"hypothesis, assumption, to suppose, to assume, in case of",6
假使,jiǎ shǐ,"if, in case",6
家属,jiā shǔ,"family member, dependent",6
佳肴,jiā yáo,"delicacies, delicious food",6
家喻户晓,jiā yù hù xiǎo,widely known,6
夹杂,jiā zá,"to be mixed up with, to be mingled with",6
拣,jiǎn,"to choose, to pick",6
溅,jiàn,"to splash, to spatter",6
鉴别,jiàn bié,"to differentiate, to distinguish",6
剪彩,jiǎn cǎi,to cut the ribbon (at opening ceremony),6
间谍,jiàn dié,spy,6
坚定,jiān dìng,"to steady, to strengthen, firm, steady, staunch",6
鉴定,jiàn dìng,"Evaluation, to appraise, to evaluate",6
监督,jiān dū,"supervisor, to control, to supervise",6
尖端,jiān duān,"sharp pointed end, tip, highest point, peak",6
见多识广,jiàn duō shí guǎng,experienced and knowledgeable,6
间隔,jiàn gé,"interval, gap, compartment",6
坚固,jiān gù,"solid, firm, stable, strong",6
简化,jiǎn huà,to simplify,6
间接,jiàn jiē,indirect,6
见解,jiàn jiě,"opinion, view, understanding",6
简陋,jiǎn lòu,simple and crude,6
艰难,jiān nán,"difficulty, hardship, difficult, hard",6
健全,jiàn quán,"healthy, strong, robust",6
坚韧,jiān rèn,"tough, durable, tenacious",6
坚实,jiān shí,"solid, firm, substantial",6
监视,jiān shì,"to monitor, to oversee, to watch",6
践踏,jiàn tà,"to trample, to tread on",6
检讨,jiǎn tǎo,self-criticism,6
简体字,jiǎn tǐ zì,simplified character,6
舰艇,jiàn tǐng,"warship, naval vessel",6
见闻,jiàn wén,"what one sees and hears, knowledge, experience",6
检验,jiǎn yàn,"test, to examine, to check, to test, to inspect",6
简要,jiǎn yào,"concise, brief",6
见义勇为,jiàn yì yǒng wéi,to stand up bravely for the truth,6
坚硬,jiān yìng,"hard, solid",6
监狱,jiān yù,"prison, jail",6
鉴于,jiàn yú,"in view of, considering",6
兼职,jiān zhí,"part-time job, part-time",6
桨,jiǎng,"oar, paddle",6
将近,jiāng jìn,"nearly, about, on the verge of",6
将军,jiāng jūn,"admiral, general, to challenge",6
奖励,jiǎng lì,"reward, to reward",6
降临,jiàng lín,"to befall, to arrive",6
奖赏,jiǎng shǎng,"reward, prize (money), to reward",6
僵硬,jiāng yìng,"stiff, stark, inflexible",6
搅拌,jiǎo bàn,"to stir, to mix up",6
交叉,jiāo chā,"to cross, to intersect",6
交代,jiāo dài,"to explain, to justify onself, to hand over (duties), to confess",6
焦点,jiāo diǎn,"focus, focal point",6
焦急,jiāo jí,"anxiety, anxious, worried",6
较量,jiào liàng,"to have a contest, to compete",6
角落,jiǎo luò,"corner, nook",6
缴纳,jiǎo nà,to pay (taxes),6
娇气,jiāo qì,"squeamish, finicky",6
交涉,jiāo shè,to negotiate,6
交往,jiāo wǎng,"association, contact, to associate, to contact",6
教养,jiào yǎng,"upbringing, education, to educate, to bring up",6
交易,jiāo yì,"transaction, business deal, trade",6
皆,jiē,"all, each and every",6
戒备,jiè bèi,"to take precautions, to be on the alert",6
阶层,jiē céng,"hierarchy, social stratum",6
杰出,jié chū,"outstanding, remarkable",6
解除,jiě chú,"relief, dissolution, to relief, to remove, to dissolve",6
揭发,jiē fā,"revelation, to expose, to disclose, to bring to light",6
解雇,jiě gù,"to fire, to sack, to dismiss",6
借鉴,jiè jiàn,"to take example by, to use as reference",6
竭尽全力,jié jìn quán lì,"to spare no effort, to do all one can",6
结晶,jié jīng,"crystal, crystallization",6
结局,jié jú,"ending, finale, conclusion",6
接连,jiē lián,"in succession, in a row, one after another",6
揭露,jiē lù,"disclosure, to expose, to unmask, to disclose",6
解剖,jiě pōu,"dissection, anatomy, to dissect, to anatomize",6
解散,jiě sàn,"to dissolve, to disband, to dismiss",6
结算,jié suàn,"to balance, to settle accounts",6
解体,jiě tǐ,to disintegrate,6
界限,jiè xiàn,"boundary, limit, border",6
截至,jié zhì,"up to, by (time)",6
借助,jiè zhù,"with the help of, drawing support from",6
节奏,jié zòu,rhythm,6
进而,jìn ér,"then, and then",6
进攻,jìn gōng,"to attack, to assault",6
进化,jìn huà,evolution,6
津津有味,jīn jīn yǒu wèi,"to do with great pleasure, to relish",6
尽快,jǐn kuài,as soon as possible,6
近来,jìn lái,"recently, lately",6
紧密,jǐn mì,"inseperable, close",6
浸泡,jìn pào,"to soak, to immerse",6
紧迫,jǐn pò,"urgent, pressing",6
金融,jīn róng,"finance, banking",6
晋升,jìn shēng,to promote (job),6
近视,jìn shì,shortsighted,6
劲头,jìn tóu,"enthusiasm, vigor",6
锦绣前程,jǐn xiù qián chéng,bright future,6
进展,jìn zhǎn,"progress, to evolve, to make progress",6
茎,jīng,"stalk, stem",6
井,jǐng,well,6
精打细算,jīng dǎ xì suàn,careful calculation and strict budgeting,6
惊动,jīng dòng,"to disturb, to alert, to alarm",6
经费,jīng fèi,"expenditure, regular expenses, funds",6
警告,jǐng gào,"to warn, to admonish",6
精华,jīng huá,"elite, essence",6
精简,jīng jiǎn,to simplify,6
境界,jìng jiè,"boundary, realm",6
兢兢业业,jīng jīng yè yè,cautious and conscientious,6
敬礼,jìng lǐ,salute,6
精密,jīng mì,"accuracy, exact, precise",6
惊奇,jīng qí,"to be amazed, to be surprised",6
精确,jīng què,"accurate, precise",6
竞赛,jìng sài,"contest, competition",6
经商,jīng shāng,"to trade, to be in business",6
警惕,jǐng tì,"to be on the alert, to watch out for",6
精通,jīng tōng,to be proficient,6
镜头,jìng tóu,"camera lens, shot, movie scene",6
经纬,jīng wěi,"warp and woof, main points, longitude and latitude",6
精心,jīng xīn,"meticulous, fine, detailed",6
竞选,jìng xuǎn,"to run for office, to take part in election",6
惊讶,jīng yà,"stonishment, awe, surprised, amazed, astonished",6
精益求精,jīng yì qiú jīng,to keep improving sth. already outstanding,6
精致,jīng zhì,"delicate, fine, exquisite",6
颈椎,jǐng zhuī,cervical vertebra,6
纠纷,jiū fēn,"dispute, entanglement",6
救济,jiù jì,"to give relief to, to succor",6
就近,jiù jìn,nearby,6
酒精,jiǔ jīng,"alcohol, ethanol",6
就业,jiù yè,to take up a job,6
纠正,jiū zhèng,"to correct, to put right",6
就职,jiù zhí,"to assume office, to take office",6
剧本,jù běn,screenplay,6
局部,jú bù,"in part, partial, local",6
举动,jǔ dòng,"action, activity, movement",6
鞠躬,jū gōng,to bow,6
聚精会神,jù jīng huì shén,to concentrate completely,6
咀嚼,jǔ jué,to chew,6
剧烈,jù liè,"acute, violent, severe",6
拘留,jū liú,"detention, to detain, to arrest",6
局面,jú miàn,"situation, aspect",6
沮丧,jǔ sàng,"dispirited, dejected, depressed",6
局势,jú shì,situation,6
举世闻名,jǔ shì wén míng,world famous,6
举世瞩目,jǔ shì zhǔ mù,to attract worldwide attention,6
拘束,jū shù,"reticent, constrained, awkward",6
据悉,jù xī,it is reported,6
局限,jú xiàn,"limit, to limit, to confine",6
居住,jū zhù,"to reside, to live",6
举足轻重,jǔ zú qīng zhòng,to play the decisive role,6
决策,jué cè,"(strategic) decision, to make policy, to make a strategic decision",6
绝望,jué wàng,"desperation, hopelessness, to despair, to lose courage",6
觉悟,jué wù,"conscousness, awareness, to become aware of",6
觉醒,jué xǐng,"to awake, to come to realize",6
军队,jūn duì,army,6
卡通,kǎ tōng,cartoon,6
开采,kāi cǎi,"to exploit, to mine",6
开除,kāi chú,"to dismiss, to expel",6
开阔,kāi kuò,"to widen, to open up, wide, open",6
开朗,kāi lǎng,"optimistic, easy-going",6
开明,kāi míng,"enlightened, open-minded",6
开辟,kāi pì,"to open up, to start",6
开水,kāi shuǐ,boiled water,6
开拓,kāi tuò,"to open up, to break new ground, to exploit",6
开展,kāi zhǎn,"to develop, to launch, to carry out",6
开支,kāi zhī,"expenses, expenditures",6
看待,kàn dài,"to look upon, to regard",6
刊登,kān dēng,"to publish (in a newspaper, magazine, etc.)",6
勘探,kān tàn,"exploration, to prospect for",6
看望,kàn wàng,to visit,6
刊物,kān wù,publication,6
扛,káng,to carry on the shoulder,6
慷慨,kāng kǎi,"generous, liberal, fervent",6
考察,kǎo chá,"to inspect, to investigate",6
考古,kǎo gǔ,archaeology,6
考核,kǎo hé,"to examine, to assess, to evaluate",6
靠拢,kào lǒng,"to draw close, to close up",6
考验,kǎo yàn,"test, trial, to test, to try",6
磕,kē,to knock,6
刻不容缓,kè bù róng huǎn,to demand immediate action,6
可观,kě guān,"considerable, impressive, respectable",6
客户,kè hù,"client, customer",6
可口,kě kǒu,"tasty, delicious",6
颗粒,kē lì,"granule, kernel",6
科目,kē mù,"subject, course",6
课题,kè tí,"task, topic for study/discussion",6
渴望,kě wàng,"to thirst for, to long for",6
可恶,kě wù,"hateful, repulsive",6
可笑,kě xiào,"ridiculous, laughable",6
可行,kě xíng,"feasable, practicable",6
啃,kěn,"to gnaw, to nibble, to bite",6
恳切,kěn qiè,"earnest, sincere",6
坑,kēng,"pit, hole, tunnel, to cheat, to entrap",6
孔,kǒng,"hole, aperture, opening",6
空白,kòng bái,"blank space, gap",6
空洞,kōng dòng,"cavity, empty, hollow",6
恐吓,kǒng hè,"to threaten, to frighten",6
恐惧,kǒng jù,"fear, dread, phobia",6
空前绝后,kōng qián jué hòu,"unmatched, unique",6
空隙,kòng xì,"gap, crack",6
空想,kōng xiǎng,"daydream, fantasy, phantasm, to daydream, to build castles in the air",6
空虚,kōng xū,"emtiness, empty, hollow",6
口气,kǒu qì,"tone, manner (of saying something)",6
口腔,kǒu qiāng,oral cavity,6
口头,kǒu tóu,"verbal, spoken, oral",6
口音,kǒu yīn,accent,6
枯竭,kū jié,"to dry up, to be exhausted (resources)",6
苦尽甘来,kǔ jìn gān lái,"bitterness finishes, sweetness begins",6
枯燥,kū zào,"boring, dry, dull",6
挎,kuà,to carry (on/over arm),6
跨,kuà,"to step across, to stride over",6
快活,kuài huo,"happy, cheerful",6
宽敞,kuān chang,spacious,6
款待,kuǎn dài,"to entertain hospitably, to treat hospitably",6
款式,kuǎn shì,"design, style, pattern",6
筐,kuāng,basket,6
框架,kuàng jià,"frame, framework",6
旷课,kuàng kè,to skip class,6
况且,kuàng qiě,"moreover, in addition",6
亏待,kuī dài,to treat sbd. unfairly,6
亏损,kuī sǔn,"deficit, loss, to lose, to make a loss",6
捆绑,kǔn bǎng,"to bind, to bind up",6
昆虫,kūn chóng,insect,6
扩充,kuò chōng,"to expand, to enlarge",6
扩散,kuò sàn,"spread, diffusion, to spread, to diffuse",6
扩张,kuò zhāng,"expansion, to expand, to broaden",6
啦,la,to end a sentence,6
喇叭,lǎ ba,"horn (car, etc.), loudspeaker, trumpet",6
来历,lái lì,"history, origin, source",6
来源,lái yuán,"source, origin",6
懒惰,lǎn duò,"lazy, idle",6
栏目,lán mù,column,6
狼狈,láng bèi,to be in a difficult/embarrassing situation,6
朗读,lǎng dú,to read aloud,6
捞,lāo,"to fish up, to dredge up",6
唠叨,láo dao,"to chatter, to prattle, to nag",6
牢固,láo gù,"solid, firm, secure, strong",6
牢骚,láo sāo,"complaint, grievance",6
乐趣,lè qù,"joy, delight, pleasure",6
乐意,lè yì,"to be willing to, to be ready to",6
雷达,léi dá,radar,6
类似,lèi sì,"similar, analogous",6
愣,lèng,"to look distracted, distracted, rashly",6
冷淡,lěng dàn,"indifferent, cold, unconcerned",6
冷酷,lěng kù,"grim, hardhearted, callous",6
冷却,lěng què,"cooling, to cool",6
理睬,lǐ cǎi,"to pay attention to, to show interest in",6
立场,lì chǎng,"position, standpoint, stand",6
里程碑,lǐ chéng bēi,milestone,6
历代,lì dài,"through the ages, successive generations",6
利害,lì hài,pros and cons,6
立交桥,lì jiāo qiáo,"overpass, flyover",6
礼节,lǐ jié,"etiquette, manners",6
历来,lì lái,"always, throughout the history",6
利率,lì lǜ,interest rates,6
黎明,lí míng,"dawn, daybreak",6
理所当然,lǐ suǒ dāng rán,"to go without saying, inevitable and right",6
力所能及,lì suǒ néng jí,to be within one's power,6
立体,lì tǐ,"solid, 3D, stereoscopic",6
力图,lì tú,"to try hard to, to strive to",6
例外,lì wài,"exception, to make an exception, exceptional",6
力争,lì zhēng,"to work hard for, to do all one can, to strive for, to argue strongly",6
理智,lǐ zhì,"reason, intellect",6
理直气壮,lǐ zhí qì zhuàng,to be in the right and self-confident,6
立足,lì zú,"to have a footing, to base oneself on",6
联欢,lián huān,to have a get-together,6
廉洁,lián jié,"integrity, honest, incorruptible",6
联络,lián luò,"communication, connection, to contact, to get in touch with",6
联盟,lián méng,"alliance, union, coalition",6
连年,lián nián,"for a series of years, over many years",6
连锁,lián suǒ,chain,6
连同,lián tóng,"together with, along with",6
联想,lián xiǎng,"association, to associate with sth.",6
晾,liàng,to dry in the air,6
谅解,liàng jiě,understanding (sb.),6
良心,liáng xīn,conscience,6
辽阔,liáo kuò,"vast, extensive",6
列举,liè jǔ,"list, to list, to enumerate",6
淋,lín,"to sprinkle, to drench, to filter",6
临床,lín chuáng,clinical,6
吝啬,lìn sè,"stingy, mean, miserly",6
凌晨,líng chén,early in the morning,6
灵感,líng gǎn,"inspiration, insight",6
领会,lǐng huì,"to understand, to grasp",6
灵魂,líng hún,"soul, spirit",6
伶俐,líng lì,"clever, smart, witty",6
灵敏,líng mǐn,"smart, sensitive, keen",6
领事馆,lǐng shì guǎn,consulate,6
领土,lǐng tǔ,territory,6
领悟,lǐng wù,"to understand, to comprehend",6
领先,lǐng xiān,"to lead, to be in front",6
零星,líng xīng,"fragmentary, scattered, sporadic",6
领袖,lǐng xiù,leader,6
溜,liū,"to skate, to escape in stealth, to sneak off",6
流浪,liú làng,"vagrant life, to roam about, to wander, to be homeless",6
留恋,liú liàn,"to be reluctant to leave, to recall with nostalgia",6
流露,liú lù,"to express, to reveal (feelings)",6
流氓,liú máng,"hooligan, hoodlum, gangster",6
留念,liú niàn,to keep as a souvenir,6
留神,liú shén,"to take care, to watch out",6
流通,liú tōng,"circulation, to circulate, to flow",6
垄断,lǒng duàn,"monopoly , to monopolize",6
聋哑,lóng yǎ,deaf and dumb,6
笼罩,lǒng zhào,"to envelop, to shroud",6
隆重,lóng zhòng,"ceremonious, solemn, grand",6
搂,lǒu,"to hug, to embrace",6
屡次,lǚ cì,repeatedly,6
履行,lǚ xíng,"to carry out, to fulfill",6
炉灶,lú zào,stove,6
掠夺,lüè duó,"to plunder, to rob",6
略微,lüè wēi,"a little bit, slightly",6
轮船,lún chuán,steamship,6
轮廓,lún kuò,"outline, contour, silhouette",6
轮胎,lún tāi,tire,6
论坛,lùn tán,forum (for discussion),6
论证,lùn zhèng,"proof, to prove a point, to expound on",6
落成,luò chéng,"completion of a building, to complete (building)",6
落实,luò shí,"to carry out, to implement, practical, workable",6
螺丝钉,luó sī dīng,screw,6
啰唆,luō suo,to grumble,6
络绎不绝,luò yì bù jué,continuously; in an endless stream,6
嘛,ma,expressing urging,6
麻痹,má bì,"paralysis, numb, lull",6
麻木,má mù,"numb, insensitive",6
码头,mǎ tóu,"dock, pier, wharf",6
麻醉,má zuì,"anesthesia, narcosis, to anesthetize",6
迈,mài,"mile, to take a step, to stride",6
脉搏,mài bó,pulse,6
埋伏,mái fú,"ambush, to ambush, to lurk",6
埋没,mái mò,"oblivion, to cover up (with earth, etc.), to bury",6
埋葬,mái zàng,to bury,6
漫长,màn cháng,"very long, endless",6
漫画,màn huà,"caricature, cartoon, manga",6
慢性,màn xìng,chronic,6
蔓延,màn yán,"to extend, to spread, to creep",6
埋怨,mán yuàn,"to complain, to grumble",6
忙碌,máng lù,busy,6
茫茫,máng máng,"boundless, vast",6
盲目,máng mù,"blind, aimless",6
茫然,máng rán,"absent (mind), blank, puzzled",6
冒充,mào chōng,"to feign, to pretend to be",6
茂盛,mào shèng,"luxuriant, exuberant, lush",6
枚,méi,"Measure, for medals, coins, rockets, etc.",6
美观,měi guān,"pleasing to the eye, beautiful, artistic",6
媒介,méi jiè,"media, medium",6
美满,měi mǎn,"happy, blissful",6
美妙,měi miào,"great, wonderful, beautiful, splendid",6
媒体,méi tǐ,media,6
没辙,méi zhé,to not be able to do anything about it,6
门诊,mén zhěn,outpatient service,6
